,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,round,player,action_player,opponent,action_opponent,payoff,time_php,time_js,who_played,treatment,session,context,prev,prev_player,prev_opp,prev_p2,prev_o2,km_cont_1_100,hc_cont_1_100,km_cont_sub_1_100,hc_cont_sub_1_100
1814,6468,6468,268,15,s12n11usuario17,D,s12n11usuario11,D,1,2344.29979324,2318,user,rand,s12n11,DDD,DD,D,D,D,D,2,0,8,1
1815,6486,6486,286,16,s12n11usuario17,C,s12n11usuario8,D,0,3957.29994774,3934,user,rand,s12n11,DDC,DD,D,D,D,D,2,0,8,1
1816,6504,6504,304,17,s12n11usuario17,C,s12n11usuario3,C,3,1732.6002121,1705,user,rand,s12n11,CDC,CD,C,D,D,D,2,0,8,1
1817,6522,6522,322,18,s12n11usuario17,C,s12n11usuario5,D,0,1961.79986,1938,user,rand,s12n11,CCC,CC,C,C,C,D,2,0,8,1
1818,6540,6540,340,19,s12n11usuario17,C,s12n11usuario5,D,0,2201.20000839,2154,user,rand,s12n11,CDC,CD,C,D,C,C,2,0,8,1
1819,6558,6558,358,20,s12n11usuario17,D,s12n11usuario4,C,4,2046.10013962,2019,user,rand,s12n11,CDD,CD,C,D,C,D,2,0,8,1
1820,6576,6576,376,21,s12n11usuario17,D,s12n11usuario16,D,1,3152.80008316,3129,user,rand,s12n11,DCD,DC,D,C,C,D,2,0,8,1
1821,6594,6594,394,22,s12n11usuario17,C,s12n11usuario15,C,3,3042.90008545,3017,user,rand,s12n11,DDC,DD,D,D,D,C,2,0,8,1
1822,6612,6612,412,23,s12n11usuario17,C,s12n11usuario2,D,0,1585.50000191,1563,user,rand,s12n11,CCC,CC,C,C,D,D,2,0,8,1
1823,6630,6630,430,24,s12n11usuario17,C,s12n11usuario8,D,0,1529.70004082,1512,user,rand,s12n11,CDC,CD,C,D,C,C,2,0,8,1
1824,6648,6648,448,25,s12n11usuario17,C,s12n11usuario8,D,0,2749.79996681,2723,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1825,6666,6666,466,26,s12n11usuario17,C,s12n11usuario10,D,0,2743.00003052,2715,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1826,6684,6684,484,27,s12n11usuario17,C,s12n11usuario10,C,3,2135.7998848,2086,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1827,6702,6702,502,28,s12n11usuario17,C,s12n11usuario1,C,3,1345.09992599,1327,user,rand,s12n11,CCC,CC,C,C,C,D,2,0,8,1
1828,6720,6720,520,29,s12n11usuario17,C,s12n11usuario15,C,3,1253.79991531,1223,user,rand,s12n11,CCC,CC,C,C,C,C,2,0,8,1
1829,6738,6738,538,30,s12n11usuario17,C,s12n11usuario16,D,0,771.8000411989999,745,user,rand,s12n11,CCC,CC,C,C,C,C,2,0,8,1
1830,6756,6756,556,31,s12n11usuario17,C,s12n11usuario3,C,3,720.6001281739999,697,user,rand,s12n11,CDC,CD,C,D,C,C,2,0,8,1
1831,6774,6774,574,32,s12n11usuario17,C,s12n11usuario7,D,0,1964.59984779,1935,user,rand,s12n11,CCC,CC,C,C,C,D,2,0,8,1
1832,6792,6792,592,33,s12n11usuario17,C,s12n11usuario6,D,0,3430.20009995,3410,user,rand,s12n11,CDC,CD,C,D,C,C,2,0,8,1
1833,6810,6810,610,34,s12n11usuario17,C,s12n11usuario12,C,3,1845.90005875,1820,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1834,6828,6828,628,35,s12n11usuario17,C,s12n11usuario2,D,0,1860.30006409,1831,user,rand,s12n11,CCC,CC,C,C,C,D,2,0,8,1
1835,6846,6846,646,36,s12n11usuario17,C,s12n11usuario18,D,0,1882.999897,1855,user,rand,s12n11,CDC,CD,C,D,C,C,2,0,8,1
1836,6864,6864,664,37,s12n11usuario17,C,s12n11usuario5,C,3,1497.5001812,1472,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1837,6882,6882,682,38,s12n11usuario17,C,s12n11usuario16,D,0,1515.89989662,1491,user,rand,s12n11,CCC,CC,C,C,C,D,2,0,8,1
1838,6900,6900,700,39,s12n11usuario17,C,s12n11usuario14,D,0,1900.09999275,1870,user,rand,s12n11,CDC,CD,C,D,C,C,2,0,8,1
1839,6918,6918,718,40,s12n11usuario17,D,s12n11usuario5,D,1,2971.10009193,2945,user,rand,s12n11,CDD,CD,C,D,C,D,2,0,8,1
1840,6936,6936,736,41,s12n11usuario17,D,s12n11usuario10,D,1,1651.90005302,1623,user,rand,s12n11,DDD,DD,D,D,C,D,2,0,8,1
1841,6954,6954,754,42,s12n11usuario17,D,s12n11usuario3,C,4,1338.09995651,1312,user,rand,s12n11,DDD,DD,D,D,D,D,2,0,8,1
1842,6972,6972,772,43,s12n11usuario17,D,s12n11usuario6,D,1,1424.99995232,1393,user,rand,s12n11,DCD,DC,D,C,D,D,2,0,8,1
1843,6990,6990,790,44,s12n11usuario17,D,s12n11usuario18,D,1,1230.39984703,1200,user,rand,s12n11,DDD,DD,D,D,D,C,2,0,8,1
1844,7008,7008,808,45,s12n11usuario17,D,s12n11usuario7,D,1,1021.6999054,994,user,rand,s12n11,DDD,DD,D,D,D,D,2,0,8,1
1845,7026,7026,826,46,s12n11usuario17,D,s12n11usuario4,C,4,1065.70005417,1046,user,rand,s12n11,DDD,DD,D,D,D,D,2,0,8,1
1846,7044,7044,844,47,s12n11usuario17,D,s12n11usuario4,C,4,1542.29998589,1518,user,rand,s12n11,DCD,DC,D,C,D,D,2,0,8,1
1847,7062,7062,862,48,s12n11usuario17,D,s12n11usuario16,D,1,1071.09999657,1053,user,rand,s12n11,DCD,DC,D,C,D,C,2,0,8,1
1848,7080,7080,880,49,s12n11usuario17,D,s12n11usuario7,D,1,946.599960327,927,user,rand,s12n11,DDD,DD,D,D,D,C,2,0,8,1
1849,7098,7098,898,50,s12n11usuario17,D,s12n11usuario3,C,4,1276.09992027,1251,user,rand,s12n11,DDD,DD,D,D,D,D,2,0,8,1
1850,7116,7116,916,51,s12n11usuario17,D,s12n11usuario10,D,1,2726.99999809,2705,user,rand,s12n11,DCD,DC,D,C,D,D,2,0,8,1
1851,7134,7134,934,52,s12n11usuario17,D,s12n11usuario16,D,1,942.69990921,920,user,rand,s12n11,DDD,DD,D,D,D,C,2,0,8,1
1852,7152,7152,952,53,s12n11usuario17,D,s12n11usuario8,D,1,898.000001907,880,user,rand,s12n11,DDD,DD,D,D,D,D,2,0,8,1
1853,7170,7170,970,54,s12n11usuario17,D,s12n11usuario18,D,1,887.099981308,863,user,rand,s12n11,DDD,DD,D,D,D,D,2,0,8,1
1854,7188,7188,988,55,s12n11usuario17,C,s12n11usuario2,D,0,1126.10006332,1107,user,rand,s12n11,DDC,DD,D,D,D,D,2,0,8,1
1855,7206,7206,1006,56,s12n11usuario17,C,s12n11usuario5,D,0,701.999902725,674,user,rand,s12n11,CDC,CD,C,D,D,D,2,0,8,1
1856,7224,7224,1024,57,s12n11usuario17,C,s12n11usuario2,D,0,1048.79999161,1025,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1857,7242,7242,1042,58,s12n11usuario17,C,s12n11usuario14,D,0,565.9999847409999,542,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1858,7260,7260,1060,59,s12n11usuario17,C,s12n11usuario12,D,0,602.400064468,578,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1859,7278,7278,1078,60,s12n11usuario17,C,s12n11usuario10,C,3,1144.50001717,1120,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1860,7296,7296,1096,61,s12n11usuario17,C,s12n11usuario9,D,0,955.500125885,930,user,rand,s12n11,CCC,CC,C,C,C,D,2,0,8,1
1861,7314,7314,1114,62,s12n11usuario17,C,s12n11usuario18,D,0,588.199853897,558,user,rand,s12n11,CDC,CD,C,D,C,C,2,0,8,1
1862,7332,7332,1132,63,s12n11usuario17,C,s12n11usuario15,D,0,845.200061798,822,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1863,7350,7350,1150,64,s12n11usuario17,C,s12n11usuario1,C,3,637.600183487,607,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1864,7368,7368,1168,65,s12n11usuario17,C,s12n11usuario2,D,0,565.200090408,542,user,rand,s12n11,CCC,CC,C,C,C,D,2,0,8,1
1865,7386,7386,1186,66,s12n11usuario17,C,s12n11usuario13,D,0,541.20016098,518,user,rand,s12n11,CDC,CD,C,D,C,C,2,0,8,1
1866,7404,7404,1204,67,s12n11usuario17,C,s12n11usuario12,C,3,564.100027084,511,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1867,7422,7422,1222,68,s12n11usuario17,C,s12n11usuario4,D,0,486.299991608,463,user,rand,s12n11,CCC,CC,C,C,C,D,2,0,8,1
1868,7440,7440,1240,69,s12n11usuario17,C,s12n11usuario7,C,3,499.700069427,472,user,rand,s12n11,CDC,CD,C,D,C,C,2,0,8,1
1869,7458,7458,1258,70,s12n11usuario17,C,s12n11usuario10,D,0,691.7998790739999,664,user,rand,s12n11,CCC,CC,C,C,C,D,2,0,8,1
1870,7476,7476,1276,71,s12n11usuario17,C,s12n11usuario7,C,3,754.499912262,729,user,rand,s12n11,CDC,CD,C,D,C,C,2,0,8,1
1871,7494,7494,1294,72,s12n11usuario17,C,s12n11usuario2,D,0,905.400037766,879,user,rand,s12n11,CCC,CC,C,C,C,D,2,0,8,1
1872,7512,7512,1312,73,s12n11usuario17,C,s12n11usuario18,D,0,2858.5999012,2841,user,rand,s12n11,CDC,CD,C,D,C,C,2,0,8,1
1873,7530,7530,1330,74,s12n11usuario17,C,s12n11usuario11,D,0,1289.10017014,1267,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1874,7548,7548,1348,75,s12n11usuario17,C,s12n11usuario2,D,0,3315.20009041,3289,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1875,7566,7566,1366,76,s12n11usuario17,C,s12n11usuario5,D,0,1693.19987297,1666,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1876,7584,7584,1384,77,s12n11usuario17,C,s12n11usuario14,D,0,1335.90006828,1311,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1877,7602,7602,1402,78,s12n11usuario17,C,s12n11usuario6,D,0,865.000009537,840,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1878,7620,7620,1420,79,s12n11usuario17,C,s12n11usuario3,C,3,834.1000080110001,809,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1879,7638,7638,1438,80,s12n11usuario17,C,s12n11usuario11,D,0,766.9999599460001,742,user,rand,s12n11,CCC,CC,C,C,C,D,2,0,8,1
1880,7656,7656,1456,81,s12n11usuario17,C,s12n11usuario7,D,0,766.700029373,740,user,rand,s12n11,CDC,CD,C,D,C,C,2,0,8,1
1881,7674,7674,1474,82,s12n11usuario17,C,s12n11usuario14,D,0,882.5001716610001,859,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1882,7692,7692,1492,83,s12n11usuario17,C,s12n11usuario5,D,0,1016.10016823,990,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1883,7710,7710,1510,84,s12n11usuario17,C,s12n11usuario7,D,0,890.6998634339999,864,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1884,7728,7728,1528,85,s12n11usuario17,C,s12n11usuario11,D,0,905.900001526,883,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1885,7746,7746,1546,86,s12n11usuario17,C,s12n11usuario5,D,0,940.099954605,914,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1886,7764,7764,1564,87,s12n11usuario17,C,s12n11usuario15,D,0,866.300106049,841,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1887,7782,7782,1582,88,s12n11usuario17,C,s12n11usuario6,D,0,608.500003815,574,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1888,7800,7800,1600,89,s12n11usuario17,C,s12n11usuario15,D,0,902.3001194,887,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1889,7818,7818,1618,90,s12n11usuario17,C,s12n11usuario2,D,0,1152.3001194,1124,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1890,7836,7836,1636,91,s12n11usuario17,C,s12n11usuario2,C,3,855.099916458,836,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1891,7854,7854,1654,92,s12n11usuario17,C,s12n11usuario13,D,0,796.3001728060001,771,user,rand,s12n11,CCC,CC,C,C,C,D,2,0,8,1
1892,7872,7872,1672,93,s12n11usuario17,C,s12n11usuario9,D,0,756.999969482,730,user,rand,s12n11,CDC,CD,C,D,C,C,2,0,8,1
1893,7890,7890,1690,94,s12n11usuario17,C,s12n11usuario2,D,0,791.300058365,762,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1894,7908,7908,1708,95,s12n11usuario17,C,s12n11usuario7,D,0,789.100170135,763,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1895,7926,7926,1726,96,s12n11usuario17,C,s12n11usuario10,D,0,836.8999958039999,809,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1896,7944,7944,1744,97,s12n11usuario17,C,s12n11usuario9,D,0,1775.70009232,1751,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1897,7962,7962,1762,98,s12n11usuario17,C,s12n11usuario3,D,0,836.1999988560001,791,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1898,7980,7980,1780,99,s12n11usuario17,C,s12n11usuario12,C,3,984.200000763,959,user,rand,s12n11,CDC,CD,C,D,C,D,2,0,8,1
1899,7998,7998,1798,100,s12n11usuario17,C,s12n11usuario8,D,0,890.3000354769998,863,user,rand,s12n11,CCC,CC,C,C,C,D,2,0,8,1
1900,6217,6217,17,1,s12n11usuario18,D,s12n11usuario12,C,4,14081.7000866,13964,user,rand,s12n11,--,--,,,-1,-1,1,1,5,4
1901,6235,6235,35,2,s12n11usuario18,D,s12n11usuario16,D,1,9400.30002594,9348,user,rand,s12n11,DCD,DC,D,C,-1,-1,1,1,5,4
1902,6253,6253,53,3,s12n11usuario18,D,s12n11usuario7,C,4,4399.80006218,4372,user,rand,s12n11,DDD,DD,D,D,D,C,1,1,5,4
1903,6271,6271,71,4,s12n11usuario18,D,s12n11usuario17,C,4,5686.20014191,5660,user,rand,s12n11,DCD,DC,D,C,D,D,1,1,5,4
1904,6289,6289,89,5,s12n11usuario18,D,s12n11usuario13,C,4,3678.90000343,3637,user,rand,s12n11,DCD,DC,D,C,D,C,1,1,5,4
1905,6307,6307,107,6,s12n11usuario18,D,s12n11usuario17,C,4,11568.3999062,11545,user,rand,s12n11,DCD,DC,D,C,D,C,1,1,5,4
1906,6325,6325,125,7,s12n11usuario18,D,s12n11usuario14,C,4,2607.30004311,2576,user,rand,s12n11,DCD,DC,D,C,D,C,1,1,5,4
1907,6343,6343,143,8,s12n11usuario18,D,s12n11usuario16,D,1,4382.80010223,4356,user,rand,s12n11,DCD,DC,D,C,D,C,1,1,5,4
1908,6361,6361,161,9,s12n11usuario18,D,s12n11usuario1,D,1,3112.60008812,3094,user,rand,s12n11,DDD,DD,D,D,D,C,1,1,5,4
1909,6379,6379,179,10,s12n11usuario18,D,s12n11usuario17,C,4,3210.00003815,3187,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1910,6397,6397,197,11,s12n11usuario18,D,s12n11usuario2,D,1,3867.59996414,3840,user,rand,s12n11,DCD,DC,D,C,D,D,1,1,5,4
1911,6415,6415,215,12,s12n11usuario18,C,s12n11usuario11,D,0,5026.09992027,4997,user,rand,s12n11,DDC,DD,D,D,D,C,1,1,5,4
1912,6433,6433,233,13,s12n11usuario18,D,s12n11usuario8,D,1,3136.70015335,3112,user,rand,s12n11,CDD,CD,C,D,D,D,1,1,5,4
1913,6451,6451,251,14,s12n11usuario18,D,s12n11usuario1,D,1,4507.80010223,4483,user,rand,s12n11,DDD,DD,D,D,C,D,1,1,5,4
1914,6469,6469,269,15,s12n11usuario18,D,s12n11usuario1,D,1,3276.29995346,3257,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1915,6487,6487,287,16,s12n11usuario18,C,s12n11usuario10,C,3,1997.79987335,1976,user,rand,s12n11,DDC,DD,D,D,D,D,1,1,5,4
1916,6505,6505,305,17,s12n11usuario18,C,s12n11usuario4,D,0,3610.50009727,3561,user,rand,s12n11,CCC,CC,C,C,D,D,1,1,5,4
1917,6523,6523,323,18,s12n11usuario18,D,s12n11usuario16,D,1,2429.0997982,2399,user,rand,s12n11,CDD,CD,C,D,C,C,1,1,5,4
1918,6541,6541,341,19,s12n11usuario18,D,s12n11usuario7,D,1,3163.20014,3136,user,rand,s12n11,DDD,DD,D,D,C,D,1,1,5,4
1919,6559,6559,359,20,s12n11usuario18,D,s12n11usuario12,C,4,1916.80002213,1894,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1920,6577,6577,377,21,s12n11usuario18,D,s12n11usuario9,D,1,3748.20017815,3723,user,rand,s12n11,DCD,DC,D,C,D,D,1,1,5,4
1921,6595,6595,395,22,s12n11usuario18,D,s12n11usuario16,D,1,5105.40008545,5052,user,rand,s12n11,DDD,DD,D,D,D,C,1,1,5,4
1922,6613,6613,413,23,s12n11usuario18,D,s12n11usuario6,D,1,1348.80018234,1333,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1923,6631,6631,431,24,s12n11usuario18,D,s12n11usuario7,D,1,2205.49988747,2179,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1924,6649,6649,449,25,s12n11usuario18,D,s12n11usuario13,D,1,2032.90009499,2007,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1925,6667,6667,467,26,s12n11usuario18,C,s12n11usuario4,D,0,7323.60005379,7295,user,rand,s12n11,DDC,DD,D,D,D,D,1,1,5,4
1926,6685,6685,485,27,s12n11usuario18,D,s12n11usuario16,D,1,3168.69997978,3147,user,rand,s12n11,CDD,CD,C,D,D,D,1,1,5,4
1927,6703,6703,503,28,s12n11usuario18,D,s12n11usuario10,C,4,3225.10004044,3195,user,rand,s12n11,DDD,DD,D,D,C,D,1,1,5,4
1928,6721,6721,521,29,s12n11usuario18,D,s12n11usuario9,D,1,2186.39993668,2160,user,rand,s12n11,DCD,DC,D,C,D,D,1,1,5,4
1929,6739,6739,539,30,s12n11usuario18,D,s12n11usuario14,D,1,3587.20016479,3562,user,rand,s12n11,DDD,DD,D,D,D,C,1,1,5,4
1930,6757,6757,557,31,s12n11usuario18,D,s12n11usuario9,D,1,3150.7999897,3112,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1931,6775,6775,575,32,s12n11usuario18,C,s12n11usuario11,D,0,3291.50009155,3263,user,rand,s12n11,DDC,DD,D,D,D,D,1,1,5,4
1932,6793,6793,593,33,s12n11usuario18,D,s12n11usuario2,D,1,3059.10015106,3035,user,rand,s12n11,CDD,CD,C,D,D,D,1,1,5,4
1933,6811,6811,611,34,s12n11usuario18,D,s12n11usuario8,D,1,2327.3999691,2302,user,rand,s12n11,DDD,DD,D,D,C,D,1,1,5,4
1934,6829,6829,629,35,s12n11usuario18,D,s12n11usuario5,D,1,4022.20010757,3961,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1935,6847,6847,647,36,s12n11usuario18,D,s12n11usuario17,C,4,2178.69997025,2146,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1936,6865,6865,665,37,s12n11usuario18,D,s12n11usuario10,D,1,2036.49997711,2010,user,rand,s12n11,DCD,DC,D,C,D,D,1,1,5,4
1937,6883,6883,683,38,s12n11usuario18,D,s12n11usuario7,C,4,1194.60010529,1173,user,rand,s12n11,DDD,DD,D,D,D,C,1,1,5,4
1938,6901,6901,701,39,s12n11usuario18,D,s12n11usuario1,D,1,1591.70007706,1570,user,rand,s12n11,DCD,DC,D,C,D,D,1,1,5,4
1939,6919,6919,719,40,s12n11usuario18,D,s12n11usuario8,D,1,2166.50009155,2142,user,rand,s12n11,DDD,DD,D,D,D,C,1,1,5,4
1940,6937,6937,737,41,s12n11usuario18,D,s12n11usuario6,D,1,1223.70004654,1196,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1941,6955,6955,755,42,s12n11usuario18,D,s12n11usuario15,C,4,9919.19994354,9864,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1942,6973,6973,773,43,s12n11usuario18,D,s12n11usuario15,C,4,6893.19992065,6862,user,rand,s12n11,DCD,DC,D,C,D,D,1,1,5,4
1943,6991,6991,791,44,s12n11usuario18,D,s12n11usuario17,D,1,1722.89991379,1697,user,rand,s12n11,DCD,DC,D,C,D,C,1,1,5,4
1944,7009,7009,809,45,s12n11usuario18,D,s12n11usuario15,D,1,1207.7999115,1159,user,rand,s12n11,DDD,DD,D,D,D,C,1,1,5,4
1945,7027,7027,827,46,s12n11usuario18,D,s12n11usuario2,D,1,993.800163269,967,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1946,7045,7045,845,47,s12n11usuario18,D,s12n11usuario13,D,1,991.29986763,971,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1947,7063,7063,863,48,s12n11usuario18,D,s12n11usuario11,D,1,1997.29990959,1972,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1948,7081,7081,881,49,s12n11usuario18,D,s12n11usuario12,D,1,785.5000495910001,760,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1949,7099,7099,899,50,s12n11usuario18,D,s12n11usuario5,C,4,1013.90004158,988,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1950,7117,7117,917,51,s12n11usuario18,D,s12n11usuario16,D,1,1892.19999313,1868,user,rand,s12n11,DCD,DC,D,C,D,D,1,1,5,4
1951,7135,7135,935,52,s12n11usuario18,D,s12n11usuario15,C,4,2521.60000801,2501,user,rand,s12n11,DDD,DD,D,D,D,C,1,1,5,4
1952,7153,7153,953,53,s12n11usuario18,D,s12n11usuario15,D,1,1787.30010986,1766,user,rand,s12n11,DCD,DC,D,C,D,D,1,1,5,4
1953,7171,7171,971,54,s12n11usuario18,D,s12n11usuario17,D,1,1343.19996834,1314,user,rand,s12n11,DDD,DD,D,D,D,C,1,1,5,4
1954,7189,7189,989,55,s12n11usuario18,D,s12n11usuario14,D,1,1468.19996834,1445,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1955,7207,7207,1007,56,s12n11usuario18,D,s12n11usuario6,D,1,1349.29990768,1321,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1956,7225,7225,1025,57,s12n11usuario18,D,s12n11usuario1,D,1,2001.79982185,1973,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1957,7243,7243,1043,58,s12n11usuario18,D,s12n11usuario5,D,1,708.300113678,680,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1958,7261,7261,1061,59,s12n11usuario18,D,s12n11usuario14,D,1,1808.79998207,1783,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1959,7279,7279,1079,60,s12n11usuario18,D,s12n11usuario16,D,1,1447.49999046,1423,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1960,7297,7297,1097,61,s12n11usuario18,D,s12n11usuario4,D,1,1300.60005188,1274,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1961,7315,7315,1115,62,s12n11usuario18,D,s12n11usuario17,C,4,1140.59996605,1116,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1962,7333,7333,1133,63,s12n11usuario18,D,s12n11usuario8,D,1,1817.8999424000008,1791,user,rand,s12n11,DCD,DC,D,C,D,D,1,1,5,4
1963,7351,7351,1151,64,s12n11usuario18,D,s12n11usuario2,D,1,2838.79995346,2816,user,rand,s12n11,DDD,DD,D,D,D,C,1,1,5,4
1964,7369,7369,1169,65,s12n11usuario18,D,s12n11usuario8,D,1,1753.09991837,1725,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1965,7387,7387,1187,66,s12n11usuario18,D,s12n11usuario6,D,1,914.20006752,886,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1966,7405,7405,1205,67,s12n11usuario18,D,s12n11usuario3,C,4,1116.40000343,1090,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1967,7423,7423,1223,68,s12n11usuario18,D,s12n11usuario15,C,4,1982.39994049,1961,user,rand,s12n11,DCD,DC,D,C,D,D,1,1,5,4
1968,7441,7441,1241,69,s12n11usuario18,D,s12n11usuario11,D,1,2713.99998665,2683,user,rand,s12n11,DCD,DC,D,C,D,C,1,1,5,4
1969,7459,7459,1259,70,s12n11usuario18,D,s12n11usuario16,D,1,2838.50002289,2811,user,rand,s12n11,DDD,DD,D,D,D,C,1,1,5,4
1970,7477,7477,1277,71,s12n11usuario18,D,s12n11usuario2,D,1,1536.19980812,1510,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1971,7495,7495,1295,72,s12n11usuario18,D,s12n11usuario7,C,4,1418.40004921,1392,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1972,7513,7513,1313,73,s12n11usuario18,D,s12n11usuario17,C,4,1240.70000648,1196,user,rand,s12n11,DCD,DC,D,C,D,D,1,1,5,4
1973,7531,7531,1331,74,s12n11usuario18,D,s12n11usuario5,C,4,5263.60011101,5234,user,rand,s12n11,DCD,DC,D,C,D,C,1,1,5,4
1974,7549,7549,1349,75,s12n11usuario18,D,s12n11usuario5,D,1,1068.80021095,1041,user,rand,s12n11,DCD,DC,D,C,D,C,1,1,5,4
1975,7567,7567,1367,76,s12n11usuario18,D,s12n11usuario6,D,1,3040.70019722,3014,user,rand,s12n11,DDD,DD,D,D,D,C,1,1,5,4
1976,7585,7585,1385,77,s12n11usuario18,D,s12n11usuario9,D,1,1153.20014954,1128,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1977,7603,7603,1403,78,s12n11usuario18,D,s12n11usuario4,D,1,1305.50003052,1280,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1978,7621,7621,1421,79,s12n11usuario18,D,s12n11usuario4,C,4,755.000114441,730,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1979,7639,7639,1439,80,s12n11usuario18,D,s12n11usuario13,D,1,1063.8999939,1037,user,rand,s12n11,DCD,DC,D,C,D,D,1,1,5,4
1980,7657,7657,1457,81,s12n11usuario18,D,s12n11usuario12,C,4,675.3001213069999,649,user,rand,s12n11,DDD,DD,D,D,D,C,1,1,5,4
1981,7675,7675,1475,82,s12n11usuario18,D,s12n11usuario15,D,1,772.700071335,748,user,rand,s12n11,DCD,DC,D,C,D,D,1,1,5,4
1982,7693,7693,1493,83,s12n11usuario18,D,s12n11usuario6,D,1,4517.79985428,4488,user,rand,s12n11,DDD,DD,D,D,D,C,1,1,5,4
1983,7711,7711,1511,84,s12n11usuario18,D,s12n11usuario3,C,4,829.6999931339999,804,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
1984,7729,7729,1529,85,s12n11usuario18,D,s12n11usuario13,D,1,1170.09997368,1135,user,rand,s12n11,DCD,DC,D,C,D,D,1,1,5,4
1985,7747,7747,1547,86,s12n11usuario18,D,s12n11usuario4,D,1,2699.20015335,2640,user,rand,s12n11,DDD,DD,D,D,D,C,1,1,5,4
1986,7765,7765,1565,87,s12n11usuario18,D,s12n11usuario11,D,1,1704.99992371,1678,user,rand,s12n11,DDD,DD,D,D,D,D,1,1,5,4
